0.005,27.811,0.0081
0.01,127.618,0.0108
0.015,232.856,0.0231
0.02,339.605,0.0215
0.025,446.512,0.0447
0.03,553.802,0.02
0.035,662.451,0.0236
0.04,770.199,0.0239
0.045,878.052,0.0261
0.05,986.196,0.0199
0.055,1094.364,0.0555
0.06,1203.997,0.0306
0.065,1312.511,0.0401
0.07,1420.656,0.0805
0.075,1528.715,0.0382
0.08,1648.02,0.0427
0.085,1756.146,0.0226
0.09,1865.064,0.0467
0.095,1973.483,0.0494
0.1,2081.953,0.0464
0.105,2191.076,0.0491
0.11,2299.101,0.0745
0.115,2408.032,0.0538
0.12,2516.816,0.0799
0.125,2625.455,0.1166
0.13,2734.239,0.1264
0.135,2842.707,0.0364
0.14,2951.325,0.1177
0.145,3059.216,0.0784
0.15,3167.736,0.1015
0.155,3275.865,0.1209
0.16,3384.603,0.1402
0.165,3492.447,0.072
0.17,3600.567,0.0791
0.175,3708.676,0.094
0.18,3816.704,0.0803
0.185,3924.436,0.0906
0.19,4032.07,0.0972
0.195,4139.895,0.1521
0.2,4247.644,0.0912
0.205,4355.283,0.0671
0.21,4463.19,0.1449
0.215,4570.612,0.0965
0.22,4678.142,0.1314
0.225,4785.786,0.1003
0.23,4892.674,0.1009
0.235,5000.111,0.1299
0.24,5107.071,0.0876
0.245,5213.606,0.1196
0.25,5320.596,0.0947
0.255,5427.281,0.105
0.26,5534.129,0.121
0.265,5640.662,0.118
0.27,5747.621,0.1701
0.275,5853.733,0.1102
0.28,5959.853,0.1245
0.285,6066.171,0.1742
0.29,6172.191,0.1322
0.295,6277.981,0.0967
0.3,6383.381,0.1484
0.305,6489.209,0.2127
0.31,6605.06,0.8024
0.315,6709.517,0.1563
0.32,6814.076,0.11
0.325,6919.624,0.0945
0.33,7023.125,0.1846
0.335,7127.411,0.1801
0.34,7237.974,0.386
0.345,7342.108,0.1442
0.35,7445.343,0.5637
0.355,7549.553,0.1595
0.36,7653.38,0.1156
0.365,7755.296,0.1076
0.37,7857.348,0.3053
0.375,7960.668,0.137
0.38,8064.414,0.3314
0.385,8167.404,0.4341
0.39,8271.353,0.1276
0.395,8373.375,0.1323
0.4,8476.524,0.1602
0.405,8577.166,0.1823
0.41,8677.287,0.18
0.415,8780.423,0.1714
0.42,8882.706,0.3881
0.425,8984.978,0.4425
0.43,9085.286,0.1935
0.435,9180.408,0.128
0.44,9269.768,0.2722
0.445,9361.622,0.5511
0.45,9454.255,0.2211
0.455,9547.146,0.4285
0.46,9640.217,0.4229
0.465,9733.203,0.1827
0.47,9827.158,0.1383
0.475,9922.572,0.2145
0.48,10016.894,0.1706
0.485,10110.555,0.237
0.49,10205.422,0.2471
0.495,10300.686,0.1303
0.5,10395.04,0.3531
0.505,10488.409,0.3663
0.51,10582.856,0.16
0.515,10677.308,0.3212
0.52,10772.241,0.3386
0.525,10866.15,0.1837
0.53,10961.217,0.279
0.535,11054.476,0.4118
0.54,11145.058,0.2253
0.545,11227.954,0.256
0.55,11282.443,0.5604
0.555,11328.579,0.2333
