1465.464,78.137
1462.14,78.003
1444.053,77.171
1440.84,76.872
1437.561,76.705
1408.605,75.307
1405.463,75.04
1402.288,74.874
1399.148,74.707
1395.456,74.541
1392.349,74.341
1388.644,74.175
1385.626,74.042
1381.959,73.842
1378.933,73.675
1374.13,73.442
1371.157,73.276
1368.161,73.109
1365.189,72.943
1361.943,72.81
1358.876,72.61
1355.415,72.443
1352.497,72.277
1348.939,72.177
1346.018,71.977
1341.409,71.711
1338.564,71.578
1335.718,71.411
1332.963,71.245
1329.856,71.078
1327.034,70.945
1323.601,70.779
1320.794,70.612
1317.357,70.512
1314.612,70.346
1310.194,70.113
1307.468,69.946
1304.718,69.78
1302.022,69.613
1299.009,69.514
1296.278,69.347
1293.001,69.181
1290.296,69.048
1286.971,68.914
1284.324,68.748
1280.082,68.515
1277.445,68.382
1274.809,68.248
1272.203,68.082
1269.312,67.949
1266.8,67.816
1263.647,67.649
1261.129,67.516
1258.322,67.383
1255.781,67.25
1251.678,67.083
1249.083,66.883
1246.578,66.717
1244.085,66.617
1240.95,66.451
1238.414,66.284
1235.336,66.184
1232.925,66.051
1229.8,65.885
1227.389,65.785
1223.424,65.585
1221.025,65.418
1218.596,65.319
1216.231,65.185
1213.537,65.019
1211.177,64.919
1208.269,64.753
1205.834,64.619
1202.935,64.52
1200.594,64.386
1196.817,64.187
1194.456,64.087
1192.135,63.92
1189.648,63.787
1187.274,63.687
1184.908,63.521
1182.211,63.388
1179.955,63.288
1177.063,63.155
1174.758,63.021
1171.169,62.855
1168.895,62.688
1166.639,62.555
1164.369,62.455
1162.063,62.322
1159.828,62.222
1157.03,62.089
1154.888,61.989
1152.187,61.856
1150.037,61.723
1146.493,61.556
1144.315,61.423
1142.112,61.29
1139.919,61.19
1137.755,61.057
1135.586,60.957
1132.951,60.824
1130.805,60.724
1128.257,60.591
1126.118,60.458
1122.747,60.325
1120.591,60.191
1118.484,60.058
1116.307,59.958
1114.173,59.825
1112.115,59.725
1109.58,59.592
1107.486,59.492
1105.007,59.392
1103.011,59.292
1099.794,59.126
1097.78,58.993
1095.761,58.893
1093.814,58.76
1091.691,58.66
1089.724,58.527
1087.317,58.46
1085.321,58.327
1082.92,58.227
1080.978,58.094
1077.868,57.927
1075.943,57.861
1074.021,57.728
1072.129,57.628
1070.056,57.528
1068.139,57.428
1065.738,57.295
1063.89,57.228
1061.638,57.095
1059.742,57.028
1056.736,56.862
1054.877,56.729
1053.008,56.629
1051.173,56.562
1049.175,56.429
1047.382,56.363
1045.063,56.229
1043.249,56.163
1041.02,56.03
1039.191,55.897
1036.342,55.797
1034.502,55.663
1032.728,55.564
1030.934,55.464
1028.999,55.364
1027.264,55.264
1025.048,55.197
1023.283,55.064
1021.072,54.998
1019.412,54.898
1016.624,54.765
1014.876,54.631
1013.161,54.565
1011.479,54.432
1009.628,54.365
1007.912,54.232
1005.799,54.165
1004.103,54.099
1002.053,53.965
1000.378,53.899
996.966,53.766
994.864,53.599
993.27,53.533
991.179,53.399
989.531,53.333
987.538,53.266
986.285,53.133
984.259,53.067
982.635,52.933
980.028,52.833
978.42,52.7
976.774,52.667
975.139,52.567
973.171,52.434
971.552,52.334
969.673,52.267
968.096,52.201
966.186,52.101
964.625,52.001
962.104,51.868
960.532,51.801
958.964,51.668
957.423,51.602
955.716,51.502
954.145,51.435
952.292,51.369
950.747,51.269
948.886,51.169
947.369,51.069
944.92,50.969
943.43,50.869
941.289,50.803
939.742,50.736
938.24,50.636
936.696,50.57
935.225,50.47
933.77,50.403
932.129,50.336
930.746,50.203
928.558,50.137
927.118,50.037
925.597,49.97
924.153,49.904
922.295,49.77
920.895,49.737
919.121,49.604
917.716,49.537
915.97,49.438
914.529,49.371
912.235,49.238
910.8,49.171
909.381,49.105
907.936,49.005
906.449,48.938
905.076,48.905
903.395,48.772
901.995,48.705
900.263,48.605
898.911,48.539
896.924,48.472
895.564,48.405
