1383.261,1458.28,79.535
1382.365,1457.419,79.502
1381.828,1456.923,79.468
1381.308,1456.417,79.402
1380.808,1455.865,79.402
1380.3,1455.379,79.369
1379.77,1454.887,79.335
1379.231,1454.141,79.302
1378.528,1453.605,79.302
1378.084,1453.174,79.269
1375.936,1451.023,79.135
1375.409,1450.49,79.102
1374.9,1449.947,79.069
1372.996,1448.066,78.969
1372.501,1447.65,78.936
1372.018,1447.109,78.902
1371.522,1446.645,78.902
1370.543,1445.581,78.836
1369.995,1445.082,78.836
1369.497,1444.449,78.769
1368.888,1444.005,78.736
1368.385,1443.243,78.703
1367.633,1442.768,78.669
1367.103,1442.269,78.669
1366.645,1441.788,78.636
1366.16,1441.213,78.636
1365.646,1440.74,78.569
1365.16,1440.166,78.536
1364.558,1439.7,78.503
1364.08,1439.093,78.47
1363.466,1438.568,78.47
1362.94,1437.808,78.436
1362.235,1437.335,78.37
1361.753,1436.863,78.336
1361.294,1436.382,78.336
1360.799,1435.83,78.303
1360.25,1435.365,78.303
1359.772,1434.76,78.27
1359.198,1434.265,78.237
1358.715,1433.639,78.17
1358.106,1433.2,78.137
1357.636,1432.38,78.137
1356.806,1431.924,78.103
1356.377,1431.46,78.07
1355.886,1430.97,78.037
1355.365,1430.486,78.037
1354.893,1429.957,78.003
1354.409,1429.385,77.937
1353.818,1428.892,77.937
1353.377,1428.318,77.904
1352.774,1427.827,77.87
1352.29,1427.054,77.837
1351.54,1426.575,77.804
1351.069,1426.126,77.737
1350.542,1425.62,77.737
1350.062,1425.122,77.704
1349.549,1424.605,77.704
1349.045,1424.047,77.671
1348.458,1423.587,77.637
1347.98,1423.021,77.604
1347.424,1422.542,77.604
1346.917,1421.74,77.537
1346.198,1421.344,77.504
1345.722,1420.764,77.471
1345.254,1420.282,77.471
1344.757,1419.834,77.438
1344.272,1419.357,77.404
1343.817,1418.776,77.404
1343.201,1418.299,77.371
1342.766,1417.687,77.304
1342.163,1417.266,77.271
1341.713,1416.495,77.238
1340.913,1415.974,77.238
1340.449,1415.507,77.204
1339.968,1415.062,77.204
1339.538,1414.561,77.171
1339.011,1414.064,77.105
1338.536,1413.507,77.071
1337.975,1413.038,77.038
1337.503,1412.523,77.038
1336.999,1412.008,77.005
1336.525,1411.535,77.005
1335.744,1410.778,76.971
1335.266,1410.293,76.905
1334.818,1409.87,76.872
1334.345,1409.265,76.872
1333.793,1408.754,76.838
1333.249,1408.278,76.805
1332.744,1407.787,76.772
1332.256,1407.206,76.772
1331.654,1406.683,76.705
1331.242,1405.957,76.672
1330.472,1405.456,76.638
1330.027,1405.003,76.638
1329.563,1404.568,76.605
1329.084,1404.048,76.605
1328.574,1403.592,76.572
1328.117,1403.022,76.539
1327.576,1402.562,76.472
1327.088,1402.031,76.472
1326.491,1401.544,76.439
1326.079,1400.784,76.405
1325.311,1400.305,76.372
1324.869,1399.872,76.372
1324.375,1399.375,76.339
1323.927,1398.923,76.272
1323.458,1398.376,76.272
1322.974,1397.825,76.239
1322.391,1397.379,76.206
1321.942,1396.785,76.206
1321.357,1396.369,76.172
1320.877,1395.634,76.139
1320.157,1395.146,76.072
1319.678,1394.712,76.039
1319.24,1394.212,76.039
1318.764,1393.716,76.006
1318.284,1393.317,76.006
1317.824,1392.751,75.973
1317.241,1392.274,75.973
1316.771,1391.678,75.939
1316.242,1391.23,75.873
1315.74,1390.45,75.839
1315.036,1390.007,75.806
