4.104,9.0,0.2,0,0,0
4.339,9.0,0.4,0,0,0
4.574,9.0,0.6,0,0,0
4.809,9.0,0.8,0,0,0
5.045,9.0,1.0,0,0,0
5.28,9.0,1.2,0,0,0
5.515,9.0,1.4,0,0,0
5.75,9.0,1.6,0,0,0
5.986,9.0,1.8,0,0,0
6.221,9.0,2.0,0,0,0
6.456,9.0,2.2,0,0,0
6.691,9.0,2.4,0,0,0
6.927,9.0,2.6,0,0,0
7.162,9.0,2.8,0,0,0
7.397,10.0,3.0,0,0,0
7.632,11.0,3.2,0,0,0
7.867,12.0,3.4,0,0,0
8.103,14.0,3.6,0,0,0
8.338,16.0,3.8,0,0,0
8.573,19.0,4.0,0,0,0
8.808,22.0,4.2,0,0,0
9.044,25.0,4.4,0,0,0
9.279,28.0,4.6,0,0,0
9.514,31.0,4.8,0,0,0
9.749,35.0,5.0,0,0,0
9.985,39.0,5.2,0,0,0
10.22,43.0,5.4,0,0,0
10.455,46.0,5.6,0,0,0
10.69,50.0,5.8,0,0,0
10.925,54.0,6.0,0,0,0
11.161,58.0,6.2,0,0,0
11.396,62.0,6.4,0,0,0
11.631,66.0,6.6,0,0,0
11.866,70.0,6.8,1,0,0
12.102,74.0,7.0,1,0,0
12.337,78.0,7.2,1,0,0
12.572,83.0,7.4,1,0,0
12.807,86.0,7.6,1,0,0
13.043,91.0,7.8,1,0,0
13.278,95.0,8.0,1,0,0
13.513,99.0,8.2,1,0,0
13.748,103.0,8.4,1,0,0
13.983,107.0,8.6,1,0,0
14.219,111.0,8.8,1,0,0
14.454,115.0,9.0,1,0,0
14.689,119.0,9.2,1,0,0
14.924,124.0,9.4,1,0,0
15.16,128.0,9.6,1,0,0
15.395,132.0,9.8,1,0,0
15.63,136.0,10.0,1,0,0
15.865,140.0,10.2,1,0,0
16.101,144.0,10.4,1,0,0
16.336,149.0,10.6,1,0,0
16.571,153.0,10.8,1,0,0
16.806,157.0,11.0,1,0,0
17.041,161.0,11.2,1,0,0
17.277,165.0,11.4,1,0,0
17.512,170.0,11.6,1,0,0
17.747,174.0,11.8,1,0,0
17.982,178.0,12.0,1,0,0
18.218,182.0,12.2,1,0,0
18.453,186.0,12.4,1,0,0
18.688,191.0,12.6,1,0,0
18.923,195.0,12.8,1,0,0
19.159,196.0,13.0,1,0,0
19.394,204.0,13.2,1,0,0
19.629,208.0,13.4,1,0,0
19.864,212.0,13.6,1,0,0
20.099,216.0,13.8,1,0,0
20.688,226.0,14.3,1,0,0
21.276,237.0,14.8,1,0,0
21.864,248.0,15.3,1,0,0
22.452,258.0,15.8,1,0,0
23.04,269.0,16.3,1,0,0
23.628,279.0,16.8,1,0,0
24.216,290.0,17.3,1,0,0
24.804,301.0,17.8,1,0,0
25.392,311.0,18.3,1,0,0
25.98,322.0,18.8,1,0,0
26.568,333.0,19.3,1,0,0
27.156,343.0,19.8,1,0,0
27.744,354.0,20.3,1,0,0
28.332,364.0,20.8,1,0,0
28.921,375.0,21.3,1,0,0
29.509,386.0,21.8,1,0,0
30.097,396.0,22.3,1,0,0
30.685,407.0,22.8,1,0,0
31.273,418.0,23.3,1,0,0
31.861,431.0,23.8,1,0,0
32.449,440.0,24.3,1,0,0
33.037,451.0,24.8,1,0,0
33.625,462.0,25.3,1,0,0
34.213,473.0,25.8,1,0,0
34.801,483.0,26.3,1,0,0
35.389,494.0,26.8,1,0,0
35.977,505.0,27.3,1,0,0
36.566,515.0,27.8,1,0,0
37.154,526.0,28.3,1,0,0
37.742,537.0,28.8,1,0,0
38.33,548.0,29.3,1,0,0
38.918,559.0,29.8,1,0,0
39.506,569.0,30.3,1,0,0
40.094,580.0,30.8,1,0,0
40.682,591.0,31.3,1,0,0
41.27,602.0,31.8,1,0,0
41.858,612.0,32.3,1,0,0
42.446,623.0,32.8,1,0,0
43.034,634.0,33.3,1,0,0
43.622,645.0,33.8,1,0,0
44.21,655.0,34.3,1,0,0
44.799,666.0,34.8,1,0,0
45.387,677.0,35.3,1,0,0
45.975,688.0,35.8,1,0,0
46.563,698.0,36.3,1,0,0
47.151,709.0,36.8,1,0,0
47.739,720.0,37.3,1,0,0
48.327,731.0,37.8,1,0,0
48.915,742.0,38.3,1,0,0
49.503,752.0,38.8,1,0,0
50.091,763.0,39.3,1,0,0
50.679,774.0,39.8,1,0,0
51.267,785.0,40.3,1,0,0
51.855,796.0,40.8,1,0,0
52.444,806.0,41.3,1,0,0
53.032,821.0,41.8,1,0,0
53.62,829.0,42.3,1,0,0
54.208,840.0,42.8,1,0,0
