60.586,1031.83,1049.506,1,2,3,1,2,3
60.586,1031.712,1049.583,1,2,3,1,2,3
60.586,1031.671,1049.572,1,2,3,1,2,3
60.586,1031.66,1049.487,1,2,3,1,2,3
60.586,1031.616,1049.566,1,2,3,1,2,3
60.586,1031.559,1049.536,1,2,3,1,2,3
60.586,1031.533,1049.37,1,2,3,1,2,3
60.586,1031.523,1049.299,1,2,3,1,2,3
60.552,1031.519,1049.42,1,2,3,1,2,3
60.586,1031.519,1049.536,1,2,3,1,2,3
60.552,1031.49,1049.275,1,2,3,1,2,3
60.586,1031.472,1049.528,1,2,3,1,2,3
60.586,1031.452,1049.466,1,2,3,1,2,3
60.586,1031.483,1049.402,1,2,3,1,2,3
60.552,1031.432,1049.552,1,2,3,1,2,3
60.586,1031.372,1049.344,1,2,3,1,2,3
60.586,1031.392,1049.418,1,2,3,1,2,3
60.586,1031.352,1049.45,1,2,3,1,2,3
60.586,1031.348,1049.336,1,2,3,1,2,3
60.586,1031.385,1049.412,1,2,3,1,2,3
60.552,1031.316,1049.287,1,2,3,1,2,3
60.586,1031.351,1049.386,1,2,3,1,2,3
60.586,1031.342,1049.183,1,2,3,1,2,3
60.552,1031.415,1049.297,1,2,3,1,2,3
60.552,1031.442,1049.187,1,2,3,1,2,3
60.586,1031.438,1049.239,1,2,3,1,2,3
60.552,1031.479,1049.141,1,2,3,1,2,3
60.552,1031.509,1049.267,1,2,3,1,2,3
60.552,1031.57,1049.233,1,2,3,1,2,3
60.552,1031.615,1049.296,1,2,3,1,2,3
60.586,1031.624,1049.366,1,2,3,1,2,3
60.552,1031.663,1049.394,1,2,3,1,2,3
60.552,1031.681,1049.282,1,2,3,1,2,3
60.552,1031.715,1049.356,1,2,3,1,2,3
60.552,1031.74,1049.382,1,2,3,1,2,3
60.552,1031.77,1049.362,1,2,3,1,2,3
60.552,1031.76,1049.324,1,2,3,1,2,3
60.586,1031.737,1049.425,1,2,3,1,2,3
60.586,1031.795,1049.294,1,2,3,1,2,3
60.552,1031.804,1049.339,1,2,3,1,2,3
60.586,1031.816,1049.294,1,2,3,1,2,3
60.552,1031.837,1049.325,1,2,3,1,2,3
60.552,1031.834,1049.426,1,2,3,1,2,3
60.552,1031.864,1049.328,1,2,3,1,2,3
60.552,1031.875,1049.266,1,2,3,1,2,3
60.552,1031.889,1049.305,1,2,3,1,2,3
60.552,1031.9,1049.303,1,2,3,1,2,3
60.552,1031.89,1049.233,1,2,3,1,2,3
60.552,1031.912,1049.296,1,2,3,1,2,3
60.552,1031.837,1049.288,1,2,3,1,2,3
60.552,1031.893,1049.302,1,2,3,1,2,3
60.552,1031.886,1049.187,1,2,3,1,2,3
60.552,1031.893,1049.189,1,2,3,1,2,3
60.552,1031.912,1049.274,1,2,3,1,2,3
60.552,1031.906,1049.211,1,2,3,1,2,3
60.552,1031.903,1049.206,1,2,3,1,2,3
60.552,1031.953,1049.218,1,2,3,1,2,3
60.552,1031.932,1049.104,1,2,3,1,2,3
60.586,1031.995,1049.188,1,2,3,1,2,3
60.552,1032.016,1049.179,1,2,3,1,2,3
60.552,1032.024,1048.976,1,2,3,1,2,3
60.552,1032.065,1049.189,1,2,3,1,2,3
60.552,1032.082,1049.188,1,2,3,1,2,3
60.552,1032.096,1049.15,1,2,3,1,2,3
60.552,1032.135,1049.065,1,2,3,1,2,3
60.552,1032.151,1049.13,1,2,3,1,2,3
60.552,1032.152,1049.09,1,2,3,1,2,3
60.552,1032.177,1049.036,1,2,3,1,2,3
60.552,1032.185,1049.128,1,2,3,1,2,3
60.552,1032.102,1049.067,1,2,3,1,2,3
60.552,1032.129,1049.018,1,2,3,1,2,3
60.552,1032.047,1049.078,1,2,3,1,2,3
60.552,1032.037,1049.008,1,2,3,1,2,3
60.552,1032.056,1049.032,1,2,3,1,2,3
60.552,1032.048,1049.223,1,2,3,1,2,3
60.552,1032.031,1049.03,1,2,3,1,2,3
60.552,1032.015,1049.025,1,2,3,1,2,3
60.552,1032.006,1049.02,1,2,3,1,2,3
60.552,1031.984,1049.021,1,2,3,1,2,3
60.552,1031.918,1049.022,1,2,3,1,2,3
60.552,1031.891,1048.992,1,2,3,1,2,3
60.552,1031.876,1048.893,1,2,3,1,2,3
60.552,1031.865,1048.944,1,2,3,1,2,3
60.552,1031.825,1048.725,1,2,3,1,2,3
60.519,1031.766,1048.826,1,2,3,1,2,3
60.519,1031.672,1048.815,1,2,3,1,2,3
60.519,1031.575,1048.716,1,2,3,1,2,3
60.519,1031.399,1048.354,1,2,3,1,2,3
