1532.735,1502.713,80.728
1531.524,1501.394,80.629
1529.545,1499.619,80.562
1527.568,1497.66,80.429
1525.627,1495.727,80.362
1523.69,1493.963,80.229
1521.768,1492.06,80.129
1519.846,1490.249,80.029
1517.806,1488.351,79.929
1515.655,1486.359,79.863
1513.739,1484.631,79.73
1511.789,1482.725,79.663
1509.913,1481.071,79.563
1508.016,1479.154,79.463
1506.162,1477.329,79.363
1503.959,1475.289,79.264
1502.197,1473.767,79.164
1500.298,1471.78,79.064
1497.996,1469.96,78.964
1496.199,1467.931,78.864
1494.202,1465.996,78.731
1492.27,1464.36,78.664
1490.267,1462.453,78.531
1485.984,1458.538,78.331
1483.707,1455.641,78.231
1481.182,1453.69,78.098
1478.728,1451.716,77.932
1476.821,1449.95,77.865
1474.844,1447.905,77.732
1472.831,1446.045,77.665
1470.763,1444.092,77.599
1468.762,1442.006,77.432
1465.992,1439.551,77.366
1463.814,1437.552,77.199
1461.884,1435.81,77.066
1459.878,1433.683,77.0
1457.662,1431.648,76.866
1455.629,1429.885,76.766
1452.947,1427.298,76.667
1450.846,1425.123,76.533
1448.74,1423.309,76.4
1447.232,1421.384,76.334
1445.245,1419.813,76.234
1443.029,1417.853,76.134
1440.403,1415.544,76.034
1438.666,1413.749,75.934
1436.762,1411.821,75.801
1435.159,1409.975,75.734
1433.249,1408.381,75.601
1431.422,1406.626,75.535
1429.987,1405.31,75.435
1428.052,1403.365,75.368
1426.14,1401.887,75.235
1424.409,1400.33,75.168
1422.55,1398.494,75.102
1421.021,1397.235,74.969
1419.536,1395.787,74.902
1417.883,1394.145,74.869
1416.305,1392.718,74.769
1414.542,1390.896,74.702
1413.217,1389.582,74.569
1411.792,1387.796,74.503
1409.849,1385.953,74.403
1407.92,1384.232,74.303
1406.581,1382.978,74.269
1404.516,1381.491,74.17
1403.043,1379.919,74.07
1400.902,1378.148,73.97
1399.335,1376.658,73.903
1397.727,1375.036,73.77
1395.999,1373.628,73.703
1394.601,1372.107,73.67
1393.247,1370.603,73.57
1391.771,1369.405,73.504
1390.141,1367.865,73.437
1388.159,1365.905,73.337
1386.668,1364.348,73.237
1384.605,1362.843,73.137
1383.408,1361.501,73.071
1381.719,1359.887,73.004
1380.28,1358.513,72.904
1378.167,1356.817,72.838
1376.568,1355.004,72.738
1374.982,1353.229,72.638
1373.038,1351.834,72.571
1371.923,1350.104,72.472
1369.467,1348.131,72.372
1368.272,1346.974,72.272
1366.697,1345.818,72.205
1365.336,1344.419,72.105
1363.886,1342.913,72.072
1362.683,1341.607,72.005
1360.915,1340.201,71.906
1358.776,1338.494,71.839
1357.554,1337.056,71.739
1355.976,1335.506,71.673
1354.333,1333.917,71.573
1352.923,1332.707,71.539
1351.373,1331.1,71.439
1350.042,1329.945,71.373
1348.724,1328.541,71.273
1347.283,1327.192,71.206
1345.757,1325.658,71.14
1344.153,1324.052,71.073
1342.604,1322.579,70.973
1341.094,1321.117,70.907
1339.752,1320.083,70.807
1338.411,1318.713,70.74
1336.549,1317.148,70.707
1335.275,1315.789,70.607
1333.917,1313.848,70.541
1331.853,1312.723,70.441
1330.515,1311.201,70.341
1329.042,1309.966,70.241
1327.701,1308.516,70.208
1326.246,1307.076,70.141
1324.562,1305.863,70.074
1323.162,1304.573,69.975
1321.692,1302.692,69.941
1319.885,1301.407,69.808
1318.481,1300.076,69.742
1316.817,1298.62,69.675
1315.596,1297.155,69.608
1314.465,1296.093,69.542
1312.515,1294.114,69.475
1311.092,1292.688,69.342
1309.438,1291.329,69.309
1308.376,1290.101,69.242
1306.867,1288.783,69.142
1305.391,1287.516,69.109
1303.682,1285.623,69.042
1302.078,1284.31,68.909
1300.784,1282.901,68.843
1299.191,1281.604,68.743
1297.848,1280.1,68.709
1296.553,1279.007,68.643
1294.616,1277.368,68.543
1293.312,1276.032,68.476
1292.065,1274.81,68.41
1288.975,1272.085,68.243
1287.896,1270.549,68.143
1286.36,1269.317,68.077
1284.56,1267.56,68.01
1283.347,1266.369,67.944
1282.048,1265.099,67.877
1280.651,1263.803,67.81
1279.446,1262.521,67.744
1277.591,1260.829,67.677
1275.918,1259.23,67.577
1274.487,1257.75,67.478
1272.882,1256.458,67.411
1271.812,1255.07,67.311
1270.354,1253.737,67.244
1268.525,1252.423,67.178
1267.671,1251.325,67.111
1265.979,1250.312,67.045
1264.846,1248.758,67.011
1263.757,1247.533,66.912
1262.304,1246.434,66.878
1260.491,1244.559,66.778
1258.826,1243.787,66.679
1258.021,1242.157,66.645
1256.466,1240.721,66.545
1254.802,1239.609,66.479
1253.66,1238.306,66.412
1252.408,1236.976,66.346
1250.511,1235.728,66.246
1249.633,1234.19,66.212
1248.097,1232.851,66.146
1246.549,1231.509,66.046
1245.158,1230.049,65.979
1243.652,1228.673,65.913
1242.332,1227.457,65.813
1241.112,1226.436,65.78
1239.711,1225.229,65.713
1238.56,1223.52,65.613
1236.723,1222.642,65.547
1235.882,1221.102,65.513
1234.271,1219.871,65.413
1233.034,1218.621,65.347
1231.463,1217.413,65.247
1230.451,1216.052,65.214
1228.869,1214.885,65.147
1227.565,1213.494,65.08
1226.249,1212.179,64.981
1224.912,1210.8,64.947
1223.767,1209.811,64.881
1222.462,1208.354,64.781
1220.979,1206.89,64.714
1219.778,1205.9,64.681
1218.5,1204.698,64.614
1217.075,1203.569,64.548
1213.4,1199.998,64.348
1212.181,1198.659,64.281
1210.822,1197.786,64.181
1209.549,1196.284,64.148
1208.218,1195.084,64.082
1206.901,1193.345,64.048
1205.318,1192.25,63.915
1204.129,1191.167,63.882
1202.939,1189.701,63.782
1201.601,1188.763,63.715
1200.433,1187.602,63.682
1199.26,1186.337,63.582
1197.808,1184.951,63.516
1196.492,1183.799,63.482
1195.316,1182.608,63.416
1194.035,1181.474,63.316
1192.733,1180.231,63.283
1191.391,1178.769,63.216
1190.102,1177.662,63.116
1189.004,1176.571,63.083
1187.84,1175.368,63.049
1186.715,1174.347,62.95
1185.551,1173.363,62.883
1184.31,1172.099,62.85
1183.176,1171.104,62.816
1181.784,1169.524,62.717
1180.509,1168.425,62.65
1179.2,1167.442,62.583
1177.822,1166.225,62.517
1176.542,1164.806,62.45
1175.194,1163.76,62.384
1173.897,1162.389,62.284
1172.823,1161.425,62.25
1171.39,1160.245,62.184
1170.293,1159.069,62.117
